scenario_id,epsilon,trial,mode,player,info_set,action,probability
1,0.0,0,range_scaled,Batter,1,Swing,0.6314727606618026
1,0.0,0,range_scaled,Batter,1,Take,0.3685272393381974
1,0.0,0,range_scaled,Batter,2,Swing,1.0
1,0.0,0,range_scaled,Batter,2,Take,0.0
1,0.0,0,range_scaled,Batter,3,Swing,0.0
1,0.0,0,range_scaled,Batter,3,Take,1.0
1,0.0,0,range_scaled,Batter,4,Swing,1.0
1,0.0,0,range_scaled,Batter,4,Take,0.0
1,0.0,0,range_scaled,Batter,5,Swing,0.0
1,0.0,0,range_scaled,Batter,5,Take,1.0
1,0.0,0,range_scaled,Batter,6,Swing,1.0
1,0.0,0,range_scaled,Batter,6,Take,0.0
1,0.0,0,range_scaled,Batter,7,Swing,0.8317295052344474
1,0.0,0,range_scaled,Batter,7,Take,0.16827049476555278
1,0.0,0,range_scaled,Batter,8,Swing,1.0
1,0.0,0,range_scaled,Batter,8,Take,0.0
1,0.0,0,range_scaled,Batter,9,Swing,0.6490493057443412
1,0.0,0,range_scaled,Batter,9,Take,0.35095069425565883
1,0.0,0,range_scaled,Batter,10,Swing,1.0
1,0.0,0,range_scaled,Batter,10,Take,0.0
1,0.0,0,range_scaled,Batter,11,Swing,0.0
1,0.0,0,range_scaled,Batter,11,Take,1.0
1,0.0,0,range_scaled,Batter,12,Swing,1.0
1,0.0,0,range_scaled,Batter,12,Take,0.0
1,0.0,0,range_scaled,Batter,13,Swing,0.0
1,0.0,0,range_scaled,Batter,13,Take,1.0
1,0.0,0,range_scaled,Batter,14,Swing,1.0
1,0.0,0,range_scaled,Batter,14,Take,0.0
1,0.0,0,range_scaled,Batter,15,Swing,0.35459983739423045
1,0.0,0,range_scaled,Batter,15,Take,0.6454001626057696
1,0.0,0,range_scaled,Batter,16,Swing,1.0
1,0.0,0,range_scaled,Batter,16,Take,0.0
1,0.0,0,range_scaled,Batter,17,Swing,0.8317295052344472
1,0.0,0,range_scaled,Batter,17,Take,0.16827049476555275
1,0.0,0,range_scaled,Pitcher,1,Fastball_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,1,Fastball_Middle,0.0
1,0.0,0,range_scaled,Pitcher,1,Fastball_Top,0.25454412422147665
1,0.0,0,range_scaled,Pitcher,1,Fastball_Chase,-0.0
1,0.0,0,range_scaled,Pitcher,1,Offspeed_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,1,Offspeed_Middle,0.0
1,0.0,0,range_scaled,Pitcher,1,Offspeed_Top,-0.0
1,0.0,0,range_scaled,Pitcher,1,Offspeed_Chase,0.7454558757785233
1,0.0,0,range_scaled,Pitcher,2,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,2,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,2,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,2,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,2,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,2,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,2,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,2,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,3,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,3,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,3,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,3,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,3,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,3,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,3,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,3,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,4,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,4,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,4,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,4,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,4,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,4,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,4,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,4,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,5,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,5,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,5,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,5,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,5,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,5,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,5,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,5,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,6,Fastball_Bottom,1.0
1,0.0,0,range_scaled,Pitcher,6,Fastball_Middle,0.0
1,0.0,0,range_scaled,Pitcher,6,Fastball_Top,0.0
1,0.0,0,range_scaled,Pitcher,6,Fastball_Chase,0.0
1,0.0,0,range_scaled,Pitcher,6,Offspeed_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,6,Offspeed_Middle,0.0
1,0.0,0,range_scaled,Pitcher,6,Offspeed_Top,0.0
1,0.0,0,range_scaled,Pitcher,6,Offspeed_Chase,0.0
1,0.0,0,range_scaled,Pitcher,7,Fastball_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,7,Fastball_Middle,0.0
1,0.0,0,range_scaled,Pitcher,7,Fastball_Top,0.8331429766919339
1,0.0,0,range_scaled,Pitcher,7,Fastball_Chase,0.0
1,0.0,0,range_scaled,Pitcher,7,Offspeed_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,7,Offspeed_Middle,0.0
1,0.0,0,range_scaled,Pitcher,7,Offspeed_Top,0.0
1,0.0,0,range_scaled,Pitcher,7,Offspeed_Chase,0.16685702330806562
1,0.0,0,range_scaled,Pitcher,8,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,8,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,8,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,8,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,8,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,8,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,8,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,8,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,9,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,9,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,9,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,9,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,9,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,9,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,9,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,9,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,10,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,10,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,10,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,10,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,10,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,10,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,10,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,10,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,11,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,11,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,11,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,11,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,11,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,11,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,11,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,11,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,12,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,12,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,12,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,12,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,12,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,12,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,12,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,12,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,13,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,13,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,13,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,13,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,13,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,13,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,13,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,13,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,14,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,14,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,14,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,14,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,14,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,14,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,14,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,14,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,15,Fastball_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,15,Fastball_Middle,0.125
1,0.0,0,range_scaled,Pitcher,15,Fastball_Top,0.125
1,0.0,0,range_scaled,Pitcher,15,Fastball_Chase,0.125
1,0.0,0,range_scaled,Pitcher,15,Offspeed_Bottom,0.125
1,0.0,0,range_scaled,Pitcher,15,Offspeed_Middle,0.125
1,0.0,0,range_scaled,Pitcher,15,Offspeed_Top,0.125
1,0.0,0,range_scaled,Pitcher,15,Offspeed_Chase,0.125
1,0.0,0,range_scaled,Pitcher,16,Fastball_Bottom,1.0
1,0.0,0,range_scaled,Pitcher,16,Fastball_Middle,0.0
1,0.0,0,range_scaled,Pitcher,16,Fastball_Top,0.0
1,0.0,0,range_scaled,Pitcher,16,Fastball_Chase,0.0
1,0.0,0,range_scaled,Pitcher,16,Offspeed_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,16,Offspeed_Middle,0.0
1,0.0,0,range_scaled,Pitcher,16,Offspeed_Top,0.0
1,0.0,0,range_scaled,Pitcher,16,Offspeed_Chase,0.0
1,0.0,0,range_scaled,Pitcher,17,Fastball_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,17,Fastball_Middle,0.0
1,0.0,0,range_scaled,Pitcher,17,Fastball_Top,0.8331429766919344
1,0.0,0,range_scaled,Pitcher,17,Fastball_Chase,0.0
1,0.0,0,range_scaled,Pitcher,17,Offspeed_Bottom,0.0
1,0.0,0,range_scaled,Pitcher,17,Offspeed_Middle,0.0
1,0.0,0,range_scaled,Pitcher,17,Offspeed_Top,0.0
1,0.0,0,range_scaled,Pitcher,17,Offspeed_Chase,0.16685702330806568
2,0.01,0,range_scaled,Batter,1,Swing,0.7100096394216145
2,0.01,0,range_scaled,Batter,1,Take,0.28999036057838545
2,0.01,0,range_scaled,Batter,2,Swing,1.0
2,0.01,0,range_scaled,Batter,2,Take,0.0
2,0.01,0,range_scaled,Batter,3,Swing,1.0
2,0.01,0,range_scaled,Batter,3,Take,0.0
2,0.01,0,range_scaled,Batter,4,Swing,1.0
2,0.01,0,range_scaled,Batter,4,Take,0.0
2,0.01,0,range_scaled,Batter,5,Swing,0.0
2,0.01,0,range_scaled,Batter,5,Take,1.0
2,0.01,0,range_scaled,Batter,6,Swing,1.0
2,0.01,0,range_scaled,Batter,6,Take,0.0
2,0.01,0,range_scaled,Batter,7,Swing,0.0
2,0.01,0,range_scaled,Batter,7,Take,1.0
2,0.01,0,range_scaled,Batter,8,Swing,1.0
2,0.01,0,range_scaled,Batter,8,Take,0.0
2,0.01,0,range_scaled,Batter,9,Swing,0.40044536231364136
2,0.01,0,range_scaled,Batter,9,Take,0.5995546376863587
2,0.01,0,range_scaled,Batter,10,Swing,1.0
2,0.01,0,range_scaled,Batter,10,Take,0.0
2,0.01,0,range_scaled,Batter,11,Swing,0.0
2,0.01,0,range_scaled,Batter,11,Take,1.0
2,0.01,0,range_scaled,Batter,12,Swing,1.0
2,0.01,0,range_scaled,Batter,12,Take,0.0
2,0.01,0,range_scaled,Batter,13,Swing,1.0
